wavelength_nm,absorption_coefficient_1/mm,scattering_coefficient_1/mm,reflectance_nd,transmittance_nd,reflectance_dark_american_negro_nd,reflectance_fair_complexioned_white_nd
43670,207.71,0.465,0.03,0.005,0.04,0.09
43680,207.71,0.465,0.03,0.005,0.04,0.09
43690,207.71,0.465,0.03,0.005,0.04,0.09
43700,207.71,0.465,0.03,0.005,0.04,0.09
43710,207.71,0.465,0.03,0.005,0.04,0.09
43720,207.71,0.465,0.03,0.005,0.04,0.09
43730,207.71,0.465,0.03,0.005,0.04,0.09
43740,207.71,0.465,0.03,0.005,0.04,0.09
43750,207.71,0.465,0.03,0.005,0.04,0.09
43760,207.71,0.465,0.03,0.005,0.04,0.09
43770,207.71,0.465,0.03,0.005,0.04,0.09
43780,207.71,0.465,0.03,0.005,0.04,0.09
43790,207.71,0.465,0.03,0.005,0.04,0.09
43800,207.71,0.465,0.03,0.005,0.04,0.09
43810,207.71,0.465,0.03,0.005,0.04,0.09
43820,207.71,0.465,0.03,0.005,0.04,0.09
43830,207.71,0.465,0.03,0.005,0.04,0.09
43840,207.71,0.465,0.03,0.005,0.04,0.09
43850,207.71,0.465,0.03,0.005,0.04,0.09
43860,207.71,0.465,0.03,0.005,0.04,0.09
43870,207.71,0.465,0.03,0.005,0.04,0.09
43880,207.71,0.465,0.03,0.005,0.04,0.09
43890,207.71,0.465,0.03,0.005,0.04,0.09
43900,207.71,0.465,0.03,0.005,0.04,0.09
43910,207.71,0.465,0.03,0.005,0.04,0.09
43920,207.71,0.465,0.03,0.005,0.04,0.09
43930,207.71,0.465,0.03,0.005,0.04,0.09
43940,207.71,0.465,0.03,0.005,0.04,0.09
43950,207.71,0.465,0.03,0.005,0.04,0.09
43960,207.71,0.465,0.03,0.005,0.04,0.09
43970,207.71,0.465,0.03,0.005,0.04,0.09
43980,207.71,0.465,0.03,0.005,0.04,0.09
43990,207.71,0.465,0.03,0.005,0.04,0.09
44000,207.71,0.465,0.03,0.005,0.04,0.09
44010,207.71,0.465,0.03,0.005,0.04,0.09
44020,207.71,0.465,0.03,0.005,0.04,0.09
44030,207.71,0.465,0.03,0.005,0.04,0.09
44040,207.71,0.465,0.03,0.005,0.04,0.09
44050,207.71,0.465,0.03,0.005,0.04,0.09
44060,207.71,0.465,0.03,0.005,0.04,0.09
44070,207.71,0.465,0.03,0.005,0.04,0.09
44080,207.71,0.465,0.03,0.005,0.04,0.09
44090,207.71,0.465,0.03,0.005,0.04,0.09
44100,207.71,0.465,0.03,0.005,0.04,0.09
44110,207.71,0.465,0.03,0.005,0.04,0.09
44120,207.71,0.465,0.03,0.005,0.04,0.09
44130,207.71,0.465,0.03,0.005,0.04,0.09
44140,207.71,0.465,0.03,0.005,0.04,0.09
44150,207.71,0.465,0.03,0.005,0.04,0.09
44160,207.71,0.465,0.03,0.005,0.04,0.09
44170,207.71,0.465,0.03,0.005,0.04,0.09
44180,207.71,0.465,0.03,0.005,0.04,0.09
44190,207.71,0.465,0.03,0.005,0.04,0.09
44200,207.71,0.465,0.03,0.005,0.04,0.09
44210,207.71,0.465,0.03,0.005,0.04,0.09
44220,207.71,0.465,0.03,0.005,0.04,0.09
44230,207.71,0.465,0.03,0.005,0.04,0.09
44240,207.71,0.465,0.03,0.005,0.04,0.09
44250,207.71,0.465,0.03,0.005,0.04,0.09
44260,207.71,0.465,0.03,0.005,0.04,0.09
44270,207.71,0.465,0.03,0.005,0.04,0.09
44280,207.71,0.465,0.03,0.005,0.04,0.09
44290,207.71,0.465,0.03,0.005,0.04,0.09
44300,207.71,0.465,0.03,0.005,0.04,0.09
44310,207.71,0.465,0.03,0.005,0.04,0.09
44320,207.71,0.465,0.03,0.005,0.04,0.09
44330,207.71,0.465,0.03,0.005,0.04,0.09
44340,207.71,0.465,0.03,0.005,0.04,0.09
44350,207.71,0.465,0.03,0.005,0.04,0.09
44360,207.71,0.465,0.03,0.005,0.04,0.09
44370,207.71,0.465,0.03,0.005,0.04,0.09
44380,207.71,0.465,0.03,0.005,0.04,0.09
44390,207.71,0.465,0.03,0.005,0.04,0.09
44400,207.71,0.465,0.03,0.005,0.04,0.09
44410,207.71,0.465,0.03,0.005,0.04,0.09
44420,207.71,0.465,0.03,0.005,0.04,0.09
44430,207.71,0.465,0.03,0.005,0.04,0.09
44440,207.71,0.465,0.03,0.005,0.04,0.09
44450,207.71,0.465,0.03,0.005,0.04,0.09
44460,207.71,0.465,0.03,0.005,0.04,0.09
44470,207.71,0.465,0.03,0.005,0.04,0.09
44480,207.71,0.465,0.03,0.005,0.04,0.09
44490,207.71,0.465,0.03,0.005,0.04,0.09
44500,207.71,0.465,0.03,0.005,0.04,0.09
44510,207.71,0.465,0.03,0.005,0.04,0.09
44520,207.71,0.465,0.03,0.005,0.04,0.09
44530,207.71,0.465,0.03,0.005,0.04,0.09
44540,207.71,0.465,0.03,0.005,0.04,0.09
44550,207.71,0.465,0.03,0.005,0.04,0.09
44560,207.71,0.465,0.03,0.005,0.04,0.09
44570,207.71,0.465,0.03,0.005,0.04,0.09
44580,207.71,0.465,0.03,0.005,0.04,0.09
44590,207.71,0.465,0.03,0.005,0.04,0.09
44600,207.71,0.465,0.03,0.005,0.04,0.09
44610,207.71,0.465,0.03,0.005,0.04,0.09
44620,207.71,0.465,0.03,0.005,0.04,0.09
44630,207.71,0.465,0.03,0.005,0.04,0.09
44640,207.71,0.465,0.03,0.005,0.04,0.09
44650,207.71,0.465,0.03,0.005,0.04,0.09
44660,207.71,0.465,0.03,0.005,0.04,0.09
44670,207.71,0.465,0.03,0.005,0.04,0.09
44680,207.71,0.465,0.03,0.005,0.04,0.09
44690,207.71,0.465,0.03,0.005,0.04,0.09
44700,207.71,0.465,0.03,0.005,0.04,0.09
44710,207.71,0.465,0.03,0.005,0.04,0.09
44720,207.71,0.465,0.03,0.005,0.04,0.09
44730,207.71,0.465,0.03,0.005,0.04,0.09
44740,207.71,0.465,0.03,0.005,0.04,0.09
44750,207.71,0.465,0.03,0.005,0.04,0.09
44760,207.71,0.465,0.03,0.005,0.04,0.09
44770,207.71,0.465,0.03,0.005,0.04,0.09
44780,207.71,0.465,0.03,0.005,0.04,0.09
44790,207.71,0.465,0.03,0.005,0.04,0.09
44800,207.71,0.465,0.03,0.005,0.04,0.09
44810,207.71,0.465,0.03,0.005,0.04,0.09
44820,207.71,0.465,0.03,0.005,0.04,0.09
44830,207.71,0.465,0.03,0.005,0.04,0.09
44840,207.71,0.465,0.03,0.005,0.04,0.09
44850,207.71,0.465,0.03,0.005,0.04,0.09
44860,207.71,0.465,0.03,0.005,0.04,0.09
44870,207.71,0.465,0.03,0.005,0.04,0.09
44880,207.71,0.465,0.03,0.005,0.04,0.09
44890,207.71,0.465,0.03,0.005,0.04,0.09
44900,207.71,0.465,0.03,0.005,0.04,0.09
44910,207.71,0.465,0.03,0.005,0.04,0.09
44920,207.71,0.465,0.03,0.005,0.04,0.09
44930,207.71,0.465,0.03,0.005,0.04,0.09
44940,207.71,0.465,0.03,0.005,0.04,0.09
44950,207.71,0.465,0.03,0.005,0.04,0.09
44960,207.71,0.465,0.03,0.005,0.04,0.09
44970,207.71,0.465,0.03,0.005,0.04,0.09
44980,207.71,0.465,0.03,0.005,0.04,0.09
44990,207.71,0.465,0.03,0.005,0.04,0.09
45000,207.71,0.465,0.03,0.005,0.04,0.09
45010,207.71,0.465,0.03,0.005,0.04,0.09
45020,207.71,0.465,0.03,0.005,0.04,0.09
45030,207.71,0.465,0.03,0.005,0.04,0.09
45040,207.71,0.465,0.03,0.005,0.04,0.09
45050,207.71,0.465,0.03,0.005,0.04,0.09
45060,207.71,0.465,0.03,0.005,0.04,0.09
45070,207.71,0.465,0.03,0.005,0.04,0.09
45080,207.71,0.465,0.03,0.005,0.04,0.09
45090,207.71,0.465,0.03,0.005,0.04,0.09
45100,207.71,0.465,0.03,0.005,0.04,0.09
45110,207.71,0.465,0.03,0.005,0.04,0.09
45120,207.71,0.465,0.03,0.005,0.04,0.09
45130,207.71,0.465,0.03,0.005,0.04,0.09
45140,207.71,0.465,0.03,0.005,0.04,0.09
45150,207.71,0.465,0.03,0.005,0.04,0.09
45160,207.71,0.465,0.03,0.005,0.04,0.09
45170,207.71,0.465,0.03,0.005,0.04,0.09
45180,207.71,0.465,0.03,0.005,0.04,0.09
45190,207.71,0.465,0.03,0.005,0.04,0.09
45200,207.71,0.465,0.03,0.005,0.04,0.09
45210,207.71,0.465,0.03,0.005,0.04,0.09
45220,207.71,0.465,0.03,0.005,0.04,0.09
45230,207.71,0.465,0.03,0.005,0.04,0.09
45240,207.71,0.465,0.03,0.005,0.04,0.09
45250,207.71,0.465,0.03,0.005,0.04,0.09
45260,207.71,0.465,0.03,0.005,0.04,0.09
45270,207.71,0.465,0.03,0.005,0.04,0.09
45280,207.71,0.465,0.03,0.005,0.04,0.09
45290,207.71,0.465,0.03,0.005,0.04,0.09
45300,207.71,0.465,0.03,0.005,0.04,0.09
45310,207.71,0.465,0.03,0.005,0.04,0.09
45320,207.71,0.465,0.03,0.005,0.04,0.09
45330,207.71,0.465,0.03,0.005,0.04,0.09
45340,207.71,0.465,0.03,0.005,0.04,0.09
45350,207.71,0.465,0.03,0.005,0.04,0.09
45360,207.71,0.465,0.03,0.005,0.04,0.09
45370,207.71,0.465,0.03,0.005,0.04,0.09
45380,207.71,0.465,0.03,0.005,0.04,0.09
45390,207.71,0.465,0.03,0.005,0.04,0.09
45400,207.71,0.465,0.03,0.005,0.04,0.09
45410,207.71,0.465,0.03,0.005,0.04,0.09
45420,207.71,0.465,0.03,0.005,0.04,0.09
45430,207.71,0.465,0.03,0.005,0.04,0.09
45440,207.71,0.465,0.03,0.005,0.04,0.09
45450,207.71,0.465,0.03,0.005,0.04,0.09
45460,207.71,0.465,0.03,0.005,0.04,0.09
45470,207.71,0.465,0.03,0.005,0.04,0.09
45480,207.71,0.465,0.03,0.005,0.04,0.09
45490,207.71,0.465,0.03,0.005,0.04,0.09
45500,207.71,0.465,0.03,0.005,0.04,0.09
45510,207.71,0.465,0.03,0.005,0.04,0.09
45520,207.71,0.465,0.03,0.005,0.04,0.09
45530,207.71,0.465,0.03,0.005,0.04,0.09
45540,207.71,0.465,0.03,0.005,0.04,0.09
45550,207.71,0.465,0.03,0.005,0.04,0.09
45560,207.71,0.465,0.03,0.005,0.04,0.09
45570,207.71,0.465,0.03,0.005,0.04,0.09
45580,207.71,0.465,0.03,0.005,0.04,0.09
45590,207.71,0.465,0.03,0.005,0.04,0.09
45600,207.71,0.465,0.03,0.005,0.04,0.09
45610,207.71,0.465,0.03,0.005,0.04,0.09
45620,207.71,0.465,0.03,0.005,0.04,0.09
45630,207.71,0.465,0.03,0.005,0.04,0.09
45640,207.71,0.465,0.03,0.005,0.04,0.09
45650,207.71,0.465,0.03,0.005,0.04,0.09
45660,207.71,0.465,0.03,0.005,0.04,0.09
45670,207.71,0.465,0.03,0.005,0.04,0.09
45680,207.71,0.465,0.03,0.005,0.04,0.09
45690,207.71,0.465,0.03,0.005,0.04,0.09
45700,207.71,0.465,0.03,0.005,0.04,0.09
45710,207.71,0.465,0.03,0.005,0.04,0.09
45720,207.71,0.465,0.03,0.005,0.04,0.09
45730,207.71,0.465,0.03,0.005,0.04,0.09
45740,207.71,0.465,0.03,0.005,0.04,0.09
45750,207.71,0.465,0.03,0.005,0.04,0.09
45760,207.71,0.465,0.03,0.005,0.04,0.09
45770,207.71,0.465,0.03,0.005,0.04,0.09
45780,207.71,0.465,0.03,0.005,0.04,0.09
45790,207.71,0.465,0.03,0.005,0.04,0.09
45800,207.71,0.465,0.03,0.005,0.04,0.09
45810,207.71,0.465,0.03,0.005,0.04,0.09
45820,207.71,0.465,0.03,0.005,0.04,0.09
45830,207.71,0.465,0.03,0.005,0.04,0.09
45840,207.71,0.465,0.03,0.005,0.04,0.09
45850,207.71,0.465,0.03,0.005,0.04,0.09
45860,207.71,0.465,0.03,0.005,0.04,0.09
45870,207.71,0.465,0.03,0.005,0.04,0.09
45880,207.71,0.465,0.03,0.005,0.04,0.09
45890,207.71,0.465,0.03,0.005,0.04,0.09
45900,207.71,0.465,0.03,0.005,0.04,0.09
45910,207.71,0.465,0.03,0.005,0.04,0.09
45920,207.71,0.465,0.03,0.005,0.04,0.09
45930,207.71,0.465,0.03,0.005,0.04,0.09
45940,207.71,0.465,0.03,0.005,0.04,0.09
45950,207.71,0.465,0.03,0.005,0.04,0.09
45960,207.71,0.465,0.03,0.005,0.04,0.09
45970,207.71,0.465,0.03,0.005,0.04,0.09
45980,207.71,0.465,0.03,0.005,0.04,0.09
45990,207.71,0.465,0.03,0.005,0.04,0.09
46000,207.71,0.465,0.03,0.005,0.04,0.09
46010,207.71,0.465,0.03,0.005,0.04,0.09
46020,207.71,0.465,0.03,0.005,0.04,0.09
46030,207.71,0.465,0.03,0.005,0.04,0.09
46040,207.71,0.465,0.03,0.005,0.04,0.09
46050,207.71,0.465,0.03,0.005,0.04,0.09
46060,207.71,0.465,0.03,0.005,0.04,0.09
46070,207.71,0.465,0.03,0.005,0.04,0.09
46080,207.71,0.465,0.03,0.005,0.04,0.09
46090,207.71,0.465,0.03,0.005,0.04,0.09
46100,207.71,0.465,0.03,0.005,0.04,0.09
46110,207.71,0.465,0.03,0.005,0.04,0.09
46120,207.71,0.465,0.03,0.005,0.04,0.09
46130,207.71,0.465,0.03,0.005,0.04,0.09
46140,207.71,0.465,0.03,0.005,0.04,0.09
46150,207.71,0.465,0.03,0.005,0.04,0.09
46160,207.71,0.465,0.03,0.005,0.04,0.09
46170,207.71,0.465,0.03,0.005,0.04,0.09
46180,207.71,0.465,0.03,0.005,0.04,0.09
46190,207.71,0.465,0.03,0.005,0.04,0.09
46200,207.71,0.465,0.03,0.005,0.04,0.09
46210,207.71,0.465,0.03,0.005,0.04,0.09
46220,207.71,0.465,0.03,0.005,0.04,0.09
46230,207.71,0.465,0.03,0.005,0.04,0.09
46240,207.71,0.465,0.03,0.005,0.04,0.09
46250,207.71,0.465,0.03,0.005,0.04,0.09
46260,207.71,0.465,0.03,0.005,0.04,0.09
46270,207.71,0.465,0.03,0.005,0.04,0.09
46280,207.71,0.465,0.03,0.005,0.04,0.09
46290,207.71,0.465,0.03,0.005,0.04,0.09
46300,207.71,0.465,0.03,0.005,0.04,0.09
46310,207.71,0.465,0.03,0.005,0.04,0.09
46320,207.71,0.465,0.03,0.005,0.04,0.09
46330,207.71,0.465,0.03,0.005,0.04,0.09
46340,207.71,0.465,0.03,0.005,0.04,0.09
46350,207.71,0.465,0.03,0.005,0.04,0.09
46360,207.71,0.465,0.03,0.005,0.04,0.09
46370,207.71,0.465,0.03,0.005,0.04,0.09
46380,207.71,0.465,0.03,0.005,0.04,0.09
46390,207.71,0.465,0.03,0.005,0.04,0.09
46400,207.71,0.465,0.03,0.005,0.04,0.09
46410,207.71,0.465,0.03,0.005,0.04,0.09
46420,207.71,0.465,0.03,0.005,0.04,0.09
46430,207.71,0.465,0.03,0.005,0.04,0.09
46440,207.71,0.465,0.03,0.005,0.04,0.09
46450,207.71,0.465,0.03,0.005,0.04,0.09
46460,207.71,0.465,0.03,0.005,0.04,0.09
46470,207.71,0.465,0.03,0.005,0.04,0.09
46480,207.71,0.465,0.03,0.005,0.04,0.09
46490,207.71,0.465,0.03,0.005,0.04,0.09
46500,207.71,0.465,0.03,0.005,0.04,0.09
46510,207.71,0.465,0.03,0.005,0.04,0.09
46520,207.71,0.465,0.03,0.005,0.04,0.09
46530,207.71,0.465,0.03,0.005,0.04,0.09
46540,207.71,0.465,0.03,0.005,0.04,0.09
46550,207.71,0.465,0.03,0.005,0.04,0.09
46560,207.71,0.465,0.03,0.005,0.04,0.09
46570,207.71,0.465,0.03,0.005,0.04,0.09
46580,207.71,0.465,0.03,0.005,0.04,0.09
46590,207.71,0.465,0.03,0.005,0.04,0.09
46600,207.71,0.465,0.03,0.005,0.04,0.09
46610,207.71,0.465,0.03,0.005,0.04,0.09
46620,207.71,0.465,0.03,0.005,0.04,0.09
46630,207.71,0.465,0.03,0.005,0.04,0.09
46640,207.71,0.465,0.03,0.005,0.04,0.09
46650,207.71,0.465,0.03,0.005,0.04,0.09
46660,207.71,0.465,0.03,0.005,0.04,0.09
46670,207.71,0.465,0.03,0.005,0.04,0.09
46680,207.71,0.465,0.03,0.005,0.04,0.09
46690,207.71,0.465,0.03,0.005,0.04,0.09
46700,207.71,0.465,0.03,0.005,0.04,0.09
46710,207.71,0.465,0.03,0.005,0.04,0.09
46720,207.71,0.465,0.03,0.005,0.04,0.09
46730,207.71,0.465,0.03,0.005,0.04,0.09
46740,207.71,0.465,0.03,0.005,0.04,0.09
46750,207.71,0.465,0.03,0.005,0.04,0.09
46760,207.71,0.465,0.03,0.005,0.04,0.09
46770,207.71,0.465,0.03,0.005,0.04,0.09
46780,207.71,0.465,0.03,0.005,0.04,0.09
46790,207.71,0.465,0.03,0.005,0.04,0.09
46800,207.71,0.465,0.03,0.005,0.04,0.09
46810,207.71,0.465,0.03,0.005,0.04,0.09
46820,207.71,0.465,0.03,0.005,0.04,0.09
46830,207.71,0.465,0.03,0.005,0.04,0.09
46840,207.71,0.465,0.03,0.005,0.04,0.09
46850,207.71,0.465,0.03,0.005,0.04,0.09
46860,207.71,0.465,0.03,0.005,0.04,0.09
46870,207.71,0.465,0.03,0.005,0.04,0.09
46880,207.71,0.465,0.03,0.005,0.04,0.09
46890,207.71,0.465,0.03,0.005,0.04,0.09
46900,207.71,0.465,0.03,0.005,0.04,0.09
46910,207.71,0.465,0.03,0.005,0.04,0.09
46920,207.71,0.465,0.03,0.005,0.04,0.09
46930,207.71,0.465,0.03,0.005,0.04,0.09
46940,207.71,0.465,0.03,0.005,0.04,0.09
46950,207.71,0.465,0.03,0.005,0.04,0.09
46960,207.71,0.465,0.03,0.005,0.04,0.09
46970,207.71,0.465,0.03,0.005,0.04,0.09
46980,207.71,0.465,0.03,0.005,0.04,0.09
46990,207.71,0.465,0.03,0.005,0.04,0.09
47000,207.71,0.465,0.03,0.005,0.04,0.09
47010,207.71,0.465,0.03,0.005,0.04,0.09
47020,207.71,0.465,0.03,0.005,0.04,0.09
47030,207.71,0.465,0.03,0.005,0.04,0.09
47040,207.71,0.465,0.03,0.005,0.04,0.09
47050,207.71,0.465,0.03,0.005,0.04,0.09
47060,207.71,0.465,0.03,0.005,0.04,0.09
47070,207.71,0.465,0.03,0.005,0.04,0.09
47080,207.71,0.465,0.03,0.005,0.04,0.09
47090,207.71,0.465,0.03,0.005,0.04,0.09
47100,207.71,0.465,0.03,0.005,0.04,0.09
47110,207.71,0.465,0.03,0.005,0.04,0.09
47120,207.71,0.465,0.03,0.005,0.04,0.09
47130,207.71,0.465,0.03,0.005,0.04,0.09
47140,207.71,0.465,0.03,0.005,0.04,0.09
47150,207.71,0.465,0.03,0.005,0.04,0.09
47160,207.71,0.465,0.03,0.005,0.04,0.09
47170,207.71,0.465,0.03,0.005,0.04,0.09
47180,207.71,0.465,0.03,0.005,0.04,0.09
47190,207.71,0.465,0.03,0.005,0.04,0.09
47200,207.71,0.465,0.03,0.005,0.04,0.09
47210,207.71,0.465,0.03,0.005,0.04,0.09
47220,207.71,0.465,0.03,0.005,0.04,0.09
47230,207.71,0.465,0.03,0.005,0.04,0.09
47240,207.71,0.465,0.03,0.005,0.04,0.09
47250,207.71,0.465,0.03,0.005,0.04,0.09
47260,207.71,0.465,0.03,0.005,0.04,0.09
47270,207.71,0.465,0.03,0.005,0.04,0.09
47280,207.71,0.465,0.03,0.005,0.04,0.09
47290,207.71,0.465,0.03,0.005,0.04,0.09
47300,207.71,0.465,0.03,0.005,0.04,0.09
47310,207.71,0.465,0.03,0.005,0.04,0.09
47320,207.71,0.465,0.03,0.005,0.04,0.09
47330,207.71,0.465,0.03,0.005,0.04,0.09
47340,207.71,0.465,0.03,0.005,0.04,0.09
47350,207.71,0.465,0.03,0.005,0.04,0.09
47360,207.71,0.465,0.03,0.005,0.04,0.09
47370,207.71,0.465,0.03,0.005,0.04,0.09
47380,207.71,0.465,0.03,0.005,0.04,0.09
47390,207.71,0.465,0.03,0.005,0.04,0.09
47400,207.71,0.465,0.03,0.005,0.04,0.09
47410,207.71,0.465,0.03,0.005,0.04,0.09
47420,207.71,0.465,0.03,0.005,0.04,0.09
47430,207.71,0.465,0.03,0.005,0.04,0.09
47440,207.71,0.465,0.03,0.005,0.04,0.09
47450,207.71,0.465,0.03,0.005,0.04,0.09
47460,207.71,0.465,0.03,0.005,0.04,0.09
47470,207.71,0.465,0.03,0.005,0.04,0.09
47480,207.71,0.465,0.03,0.005,0.04,0.09
47490,207.71,0.465,0.03,0.005,0.04,0.09
47500,207.71,0.465,0.03,0.005,0.04,0.09
47510,207.71,0.465,0.03,0.005,0.04,0.09
47520,207.71,0.465,0.03,0.005,0.04,0.09
47530,207.71,0.465,0.03,0.005,0.04,0.09
47540,207.71,0.465,0.03,0.005,0.04,0.09
47550,207.71,0.465,0.03,0.005,0.04,0.09
47560,207.71,0.465,0.03,0.005,0.04,0.09
47570,207.71,0.465,0.03,0.005,0.04,0.09
47580,207.71,0.465,0.03,0.005,0.04,0.09
47590,207.71,0.465,0.03,0.005,0.04,0.09
47600,207.71,0.465,0.03,0.005,0.04,0.09
47610,207.71,0.465,0.03,0.005,0.04,0.09
47620,207.71,0.465,0.03,0.005,0.04,0.09
47630,207.71,0.465,0.03,0.005,0.04,0.09
47640,207.71,0.465,0.03,0.005,0.04,0.09
47650,207.71,0.465,0.03,0.005,0.04,0.09
47660,207.71,0.465,0.03,0.005,0.04,0.09
47670,207.71,0.465,0.03,0.005,0.04,0.09
47680,207.71,0.465,0.03,0.005,0.04,0.09
47690,207.71,0.465,0.03,0.005,0.04,0.09
47700,207.71,0.465,0.03,0.005,0.04,0.09
47710,207.71,0.465,0.03,0.005,0.04,0.09
47720,207.71,0.465,0.03,0.005,0.04,0.09
47730,207.71,0.465,0.03,0.005,0.04,0.09
47740,207.71,0.465,0.03,0.005,0.04,0.09
47750,207.71,0.465,0.03,0.005,0.04,0.09
47760,207.71,0.465,0.03,0.005,0.04,0.09
47770,207.71,0.465,0.03,0.005,0.04,0.09
47780,207.71,0.465,0.03,0.005,0.04,0.09
47790,207.71,0.465,0.03,0.005,0.04,0.09
47800,207.71,0.465,0.03,0.005,0.04,0.09
47810,207.71,0.465,0.03,0.005,0.04,0.09
47820,207.71,0.465,0.03,0.005,0.04,0.09
47830,207.71,0.465,0.03,0.005,0.04,0.09
47840,207.71,0.465,0.03,0.005,0.04,0.09
47850,207.71,0.465,0.03,0.005,0.04,0.09
47860,207.71,0.465,0.03,0.005,0.04,0.09
47870,207.71,0.465,0.03,0.005,0.04,0.09
47880,207.71,0.465,0.03,0.005,0.04,0.09
47890,207.71,0.465,0.03,0.005,0.04,0.09
47900,207.71,0.465,0.03,0.005,0.04,0.09
47910,207.71,0.465,0.03,0.005,0.04,0.09
47920,207.71,0.465,0.03,0.005,0.04,0.09
47930,207.71,0.465,0.03,0.005,0.04,0.09
47940,207.71,0.465,0.03,0.005,0.04,0.09
47950,207.71,0.465,0.03,0.005,0.04,0.09
47960,207.71,0.465,0.03,0.005,0.04,0.09
47970,207.71,0.465,0.03,0.005,0.04,0.09
47980,207.71,0.465,0.03,0.005,0.04,0.09
47990,207.71,0.465,0.03,0.005,0.04,0.09
48000,207.71,0.465,0.03,0.005,0.04,0.09
48010,207.71,0.465,0.03,0.005,0.04,0.09
48020,207.71,0.465,0.03,0.005,0.04,0.09
48030,207.71,0.465,0.03,0.005,0.04,0.09
48040,207.71,0.465,0.03,0.005,0.04,0.09
48050,207.71,0.465,0.03,0.005,0.04,0.09
48060,207.71,0.465,0.03,0.005,0.04,0.09
48070,207.71,0.465,0.03,0.005,0.04,0.09
48080,207.71,0.465,0.03,0.005,0.04,0.09
48090,207.71,0.465,0.03,0.005,0.04,0.09
48100,207.71,0.465,0.03,0.005,0.04,0.09
48110,207.71,0.465,0.03,0.005,0.04,0.09
48120,207.71,0.465,0.03,0.005,0.04,0.09
48130,207.71,0.465,0.03,0.005,0.04,0.09
48140,207.71,0.465,0.03,0.005,0.04,0.09
48150,207.71,0.465,0.03,0.005,0.04,0.09
48160,207.71,0.465,0.03,0.005,0.04,0.09
48170,207.71,0.465,0.03,0.005,0.04,0.09
48180,207.71,0.465,0.03,0.005,0.04,0.09
48190,207.71,0.465,0.03,0.005,0.04,0.09
48200,207.71,0.465,0.03,0.005,0.04,0.09
48210,207.71,0.465,0.03,0.005,0.04,0.09
48220,207.71,0.465,0.03,0.005,0.04,0.09
48230,207.71,0.465,0.03,0.005,0.04,0.09
48240,207.71,0.465,0.03,0.005,0.04,0.09
48250,207.71,0.465,0.03,0.005,0.04,0.09
48260,207.71,0.465,0.03,0.005,0.04,0.09
48270,207.71,0.465,0.03,0.005,0.04,0.09
48280,207.71,0.465,0.03,0.005,0.04,0.09
48290,207.71,0.465,0.03,0.005,0.04,0.09
48300,207.71,0.465,0.03,0.005,0.04,0.09
48310,207.71,0.465,0.03,0.005,0.04,0.09
48320,207.71,0.465,0.03,0.005,0.04,0.09
48330,207.71,0.465,0.03,0.005,0.04,0.09
48340,207.71,0.465,0.03,0.005,0.04,0.09
48350,207.71,0.465,0.03,0.005,0.04,0.09
48360,207.71,0.465,0.03,0.005,0.04,0.09
48370,207.71,0.465,0.03,0.005,0.04,0.09
48380,207.71,0.465,0.03,0.005,0.04,0.09
48390,207.71,0.465,0.03,0.005,0.04,0.09
48400,207.71,0.465,0.03,0.005,0.04,0.09
48410,207.71,0.465,0.03,0.005,0.04,0.09
48420,207.71,0.465,0.03,0.005,0.04,0.09
48430,207.71,0.465,0.03,0.005,0.04,0.09
48440,207.71,0.465,0.03,0.005,0.04,0.09
48450,207.71,0.465,0.03,0.005,0.04,0.09
48460,207.71,0.465,0.03,0.005,0.04,0.09
48470,207.71,0.465,0.03,0.005,0.04,0.09
48480,207.71,0.465,0.03,0.005,0.04,0.09
48490,207.71,0.465,0.03,0.005,0.04,0.09
48500,207.71,0.465,0.03,0.005,0.04,0.09
48510,207.71,0.465,0.03,0.005,0.04,0.09
48520,207.71,0.465,0.03,0.005,0.04,0.09
48530,207.71,0.465,0.03,0.005,0.04,0.09
48540,207.71,0.465,0.03,0.005,0.04,0.09
48550,207.71,0.465,0.03,0.005,0.04,0.09
48560,207.71,0.465,0.03,0.005,0.04,0.09
48570,207.71,0.465,0.03,0.005,0.04,0.09
48580,207.71,0.465,0.03,0.005,0.04,0.09
48590,207.71,0.465,0.03,0.005,0.04,0.09
48600,207.71,0.465,0.03,0.005,0.04,0.09
48610,207.71,0.465,0.03,0.005,0.04,0.09
48620,207.71,0.465,0.03,0.005,0.04,0.09
48630,207.71,0.465,0.03,0.005,0.04,0.09
48640,207.71,0.465,0.03,0.005,0.04,0.09
48650,207.71,0.465,0.03,0.005,0.04,0.09
48660,207.71,0.465,0.03,0.005,0.04,0.09
48670,207.71,0.465,0.03,0.005,0.04,0.09
48680,207.71,0.465,0.03,0.005,0.04,0.09
48690,207.71,0.465,0.03,0.005,0.04,0.09
48700,207.71,0.465,0.03,0.005,0.04,0.09
48710,207.71,0.465,0.03,0.005,0.04,0.09
48720,207.71,0.465,0.03,0.005,0.04,0.09
48730,207.71,0.465,0.03,0.005,0.04,0.09
48740,207.71,0.465,0.03,0.005,0.04,0.09
48750,207.71,0.465,0.03,0.005,0.04,0.09
48760,207.71,0.465,0.03,0.005,0.04,0.09
48770,207.71,0.465,0.03,0.005,0.04,0.09
48780,207.71,0.465,0.03,0.005,0.04,0.09
48790,207.71,0.465,0.03,0.005,0.04,0.09
48800,207.71,0.465,0.03,0.005,0.04,0.09
48810,207.71,0.465,0.03,0.005,0.04,0.09
