wavelength_nm,absorption_coefficient_1/mm,scattering_coefficient_1/mm,reflectance_nd,transmittance_nd,reflectance_dark_american_negro_nd,reflectance_fair_complexioned_white_nd
38520,207.71,0.465,0.03,0.005,0.04,0.09
38530,207.71,0.465,0.03,0.005,0.04,0.09
38540,207.71,0.465,0.03,0.005,0.04,0.09
38550,207.71,0.465,0.03,0.005,0.04,0.09
38560,207.71,0.465,0.03,0.005,0.04,0.09
38570,207.71,0.465,0.03,0.005,0.04,0.09
38580,207.71,0.465,0.03,0.005,0.04,0.09
38590,207.71,0.465,0.03,0.005,0.04,0.09
38600,207.71,0.465,0.03,0.005,0.04,0.09
38610,207.71,0.465,0.03,0.005,0.04,0.09
38620,207.71,0.465,0.03,0.005,0.04,0.09
38630,207.71,0.465,0.03,0.005,0.04,0.09
38640,207.71,0.465,0.03,0.005,0.04,0.09
38650,207.71,0.465,0.03,0.005,0.04,0.09
38660,207.71,0.465,0.03,0.005,0.04,0.09
38670,207.71,0.465,0.03,0.005,0.04,0.09
38680,207.71,0.465,0.03,0.005,0.04,0.09
38690,207.71,0.465,0.03,0.005,0.04,0.09
38700,207.71,0.465,0.03,0.005,0.04,0.09
38710,207.71,0.465,0.03,0.005,0.04,0.09
38720,207.71,0.465,0.03,0.005,0.04,0.09
38730,207.71,0.465,0.03,0.005,0.04,0.09
38740,207.71,0.465,0.03,0.005,0.04,0.09
38750,207.71,0.465,0.03,0.005,0.04,0.09
38760,207.71,0.465,0.03,0.005,0.04,0.09
38770,207.71,0.465,0.03,0.005,0.04,0.09
38780,207.71,0.465,0.03,0.005,0.04,0.09
38790,207.71,0.465,0.03,0.005,0.04,0.09
38800,207.71,0.465,0.03,0.005,0.04,0.09
38810,207.71,0.465,0.03,0.005,0.04,0.09
38820,207.71,0.465,0.03,0.005,0.04,0.09
38830,207.71,0.465,0.03,0.005,0.04,0.09
38840,207.71,0.465,0.03,0.005,0.04,0.09
38850,207.71,0.465,0.03,0.005,0.04,0.09
38860,207.71,0.465,0.03,0.005,0.04,0.09
38870,207.71,0.465,0.03,0.005,0.04,0.09
38880,207.71,0.465,0.03,0.005,0.04,0.09
38890,207.71,0.465,0.03,0.005,0.04,0.09
38900,207.71,0.465,0.03,0.005,0.04,0.09
38910,207.71,0.465,0.03,0.005,0.04,0.09
38920,207.71,0.465,0.03,0.005,0.04,0.09
38930,207.71,0.465,0.03,0.005,0.04,0.09
38940,207.71,0.465,0.03,0.005,0.04,0.09
38950,207.71,0.465,0.03,0.005,0.04,0.09
38960,207.71,0.465,0.03,0.005,0.04,0.09
38970,207.71,0.465,0.03,0.005,0.04,0.09
38980,207.71,0.465,0.03,0.005,0.04,0.09
38990,207.71,0.465,0.03,0.005,0.04,0.09
39000,207.71,0.465,0.03,0.005,0.04,0.09
39010,207.71,0.465,0.03,0.005,0.04,0.09
39020,207.71,0.465,0.03,0.005,0.04,0.09
39030,207.71,0.465,0.03,0.005,0.04,0.09
39040,207.71,0.465,0.03,0.005,0.04,0.09
39050,207.71,0.465,0.03,0.005,0.04,0.09
39060,207.71,0.465,0.03,0.005,0.04,0.09
39070,207.71,0.465,0.03,0.005,0.04,0.09
39080,207.71,0.465,0.03,0.005,0.04,0.09
39090,207.71,0.465,0.03,0.005,0.04,0.09
39100,207.71,0.465,0.03,0.005,0.04,0.09
39110,207.71,0.465,0.03,0.005,0.04,0.09
39120,207.71,0.465,0.03,0.005,0.04,0.09
39130,207.71,0.465,0.03,0.005,0.04,0.09
39140,207.71,0.465,0.03,0.005,0.04,0.09
39150,207.71,0.465,0.03,0.005,0.04,0.09
39160,207.71,0.465,0.03,0.005,0.04,0.09
39170,207.71,0.465,0.03,0.005,0.04,0.09
39180,207.71,0.465,0.03,0.005,0.04,0.09
39190,207.71,0.465,0.03,0.005,0.04,0.09
39200,207.71,0.465,0.03,0.005,0.04,0.09
39210,207.71,0.465,0.03,0.005,0.04,0.09
39220,207.71,0.465,0.03,0.005,0.04,0.09
39230,207.71,0.465,0.03,0.005,0.04,0.09
39240,207.71,0.465,0.03,0.005,0.04,0.09
39250,207.71,0.465,0.03,0.005,0.04,0.09
39260,207.71,0.465,0.03,0.005,0.04,0.09
39270,207.71,0.465,0.03,0.005,0.04,0.09
39280,207.71,0.465,0.03,0.005,0.04,0.09
39290,207.71,0.465,0.03,0.005,0.04,0.09
39300,207.71,0.465,0.03,0.005,0.04,0.09
39310,207.71,0.465,0.03,0.005,0.04,0.09
39320,207.71,0.465,0.03,0.005,0.04,0.09
39330,207.71,0.465,0.03,0.005,0.04,0.09
39340,207.71,0.465,0.03,0.005,0.04,0.09
39350,207.71,0.465,0.03,0.005,0.04,0.09
39360,207.71,0.465,0.03,0.005,0.04,0.09
39370,207.71,0.465,0.03,0.005,0.04,0.09
39380,207.71,0.465,0.03,0.005,0.04,0.09
39390,207.71,0.465,0.03,0.005,0.04,0.09
39400,207.71,0.465,0.03,0.005,0.04,0.09
39410,207.71,0.465,0.03,0.005,0.04,0.09
39420,207.71,0.465,0.03,0.005,0.04,0.09
39430,207.71,0.465,0.03,0.005,0.04,0.09
39440,207.71,0.465,0.03,0.005,0.04,0.09
39450,207.71,0.465,0.03,0.005,0.04,0.09
39460,207.71,0.465,0.03,0.005,0.04,0.09
39470,207.71,0.465,0.03,0.005,0.04,0.09
39480,207.71,0.465,0.03,0.005,0.04,0.09
39490,207.71,0.465,0.03,0.005,0.04,0.09
39500,207.71,0.465,0.03,0.005,0.04,0.09
39510,207.71,0.465,0.03,0.005,0.04,0.09
39520,207.71,0.465,0.03,0.005,0.04,0.09
39530,207.71,0.465,0.03,0.005,0.04,0.09
39540,207.71,0.465,0.03,0.005,0.04,0.09
39550,207.71,0.465,0.03,0.005,0.04,0.09
39560,207.71,0.465,0.03,0.005,0.04,0.09
39570,207.71,0.465,0.03,0.005,0.04,0.09
39580,207.71,0.465,0.03,0.005,0.04,0.09
39590,207.71,0.465,0.03,0.005,0.04,0.09
39600,207.71,0.465,0.03,0.005,0.04,0.09
39610,207.71,0.465,0.03,0.005,0.04,0.09
39620,207.71,0.465,0.03,0.005,0.04,0.09
39630,207.71,0.465,0.03,0.005,0.04,0.09
39640,207.71,0.465,0.03,0.005,0.04,0.09
39650,207.71,0.465,0.03,0.005,0.04,0.09
39660,207.71,0.465,0.03,0.005,0.04,0.09
39670,207.71,0.465,0.03,0.005,0.04,0.09
39680,207.71,0.465,0.03,0.005,0.04,0.09
39690,207.71,0.465,0.03,0.005,0.04,0.09
39700,207.71,0.465,0.03,0.005,0.04,0.09
39710,207.71,0.465,0.03,0.005,0.04,0.09
39720,207.71,0.465,0.03,0.005,0.04,0.09
39730,207.71,0.465,0.03,0.005,0.04,0.09
39740,207.71,0.465,0.03,0.005,0.04,0.09
39750,207.71,0.465,0.03,0.005,0.04,0.09
39760,207.71,0.465,0.03,0.005,0.04,0.09
39770,207.71,0.465,0.03,0.005,0.04,0.09
39780,207.71,0.465,0.03,0.005,0.04,0.09
39790,207.71,0.465,0.03,0.005,0.04,0.09
39800,207.71,0.465,0.03,0.005,0.04,0.09
39810,207.71,0.465,0.03,0.005,0.04,0.09
39820,207.71,0.465,0.03,0.005,0.04,0.09
39830,207.71,0.465,0.03,0.005,0.04,0.09
39840,207.71,0.465,0.03,0.005,0.04,0.09
39850,207.71,0.465,0.03,0.005,0.04,0.09
39860,207.71,0.465,0.03,0.005,0.04,0.09
39870,207.71,0.465,0.03,0.005,0.04,0.09
39880,207.71,0.465,0.03,0.005,0.04,0.09
39890,207.71,0.465,0.03,0.005,0.04,0.09
39900,207.71,0.465,0.03,0.005,0.04,0.09
39910,207.71,0.465,0.03,0.005,0.04,0.09
39920,207.71,0.465,0.03,0.005,0.04,0.09
39930,207.71,0.465,0.03,0.005,0.04,0.09
39940,207.71,0.465,0.03,0.005,0.04,0.09
39950,207.71,0.465,0.03,0.005,0.04,0.09
39960,207.71,0.465,0.03,0.005,0.04,0.09
39970,207.71,0.465,0.03,0.005,0.04,0.09
39980,207.71,0.465,0.03,0.005,0.04,0.09
39990,207.71,0.465,0.03,0.005,0.04,0.09
40000,207.71,0.465,0.03,0.005,0.04,0.09
40010,207.71,0.465,0.03,0.005,0.04,0.09
40020,207.71,0.465,0.03,0.005,0.04,0.09
40030,207.71,0.465,0.03,0.005,0.04,0.09
40040,207.71,0.465,0.03,0.005,0.04,0.09
40050,207.71,0.465,0.03,0.005,0.04,0.09
40060,207.71,0.465,0.03,0.005,0.04,0.09
40070,207.71,0.465,0.03,0.005,0.04,0.09
40080,207.71,0.465,0.03,0.005,0.04,0.09
40090,207.71,0.465,0.03,0.005,0.04,0.09
40100,207.71,0.465,0.03,0.005,0.04,0.09
40110,207.71,0.465,0.03,0.005,0.04,0.09
40120,207.71,0.465,0.03,0.005,0.04,0.09
40130,207.71,0.465,0.03,0.005,0.04,0.09
40140,207.71,0.465,0.03,0.005,0.04,0.09
40150,207.71,0.465,0.03,0.005,0.04,0.09
40160,207.71,0.465,0.03,0.005,0.04,0.09
40170,207.71,0.465,0.03,0.005,0.04,0.09
40180,207.71,0.465,0.03,0.005,0.04,0.09
40190,207.71,0.465,0.03,0.005,0.04,0.09
40200,207.71,0.465,0.03,0.005,0.04,0.09
40210,207.71,0.465,0.03,0.005,0.04,0.09
40220,207.71,0.465,0.03,0.005,0.04,0.09
40230,207.71,0.465,0.03,0.005,0.04,0.09
40240,207.71,0.465,0.03,0.005,0.04,0.09
40250,207.71,0.465,0.03,0.005,0.04,0.09
40260,207.71,0.465,0.03,0.005,0.04,0.09
40270,207.71,0.465,0.03,0.005,0.04,0.09
40280,207.71,0.465,0.03,0.005,0.04,0.09
40290,207.71,0.465,0.03,0.005,0.04,0.09
40300,207.71,0.465,0.03,0.005,0.04,0.09
40310,207.71,0.465,0.03,0.005,0.04,0.09
40320,207.71,0.465,0.03,0.005,0.04,0.09
40330,207.71,0.465,0.03,0.005,0.04,0.09
40340,207.71,0.465,0.03,0.005,0.04,0.09
40350,207.71,0.465,0.03,0.005,0.04,0.09
40360,207.71,0.465,0.03,0.005,0.04,0.09
40370,207.71,0.465,0.03,0.005,0.04,0.09
40380,207.71,0.465,0.03,0.005,0.04,0.09
40390,207.71,0.465,0.03,0.005,0.04,0.09
40400,207.71,0.465,0.03,0.005,0.04,0.09
40410,207.71,0.465,0.03,0.005,0.04,0.09
40420,207.71,0.465,0.03,0.005,0.04,0.09
40430,207.71,0.465,0.03,0.005,0.04,0.09
40440,207.71,0.465,0.03,0.005,0.04,0.09
40450,207.71,0.465,0.03,0.005,0.04,0.09
40460,207.71,0.465,0.03,0.005,0.04,0.09
40470,207.71,0.465,0.03,0.005,0.04,0.09
40480,207.71,0.465,0.03,0.005,0.04,0.09
40490,207.71,0.465,0.03,0.005,0.04,0.09
40500,207.71,0.465,0.03,0.005,0.04,0.09
40510,207.71,0.465,0.03,0.005,0.04,0.09
40520,207.71,0.465,0.03,0.005,0.04,0.09
40530,207.71,0.465,0.03,0.005,0.04,0.09
40540,207.71,0.465,0.03,0.005,0.04,0.09
40550,207.71,0.465,0.03,0.005,0.04,0.09
40560,207.71,0.465,0.03,0.005,0.04,0.09
40570,207.71,0.465,0.03,0.005,0.04,0.09
40580,207.71,0.465,0.03,0.005,0.04,0.09
40590,207.71,0.465,0.03,0.005,0.04,0.09
40600,207.71,0.465,0.03,0.005,0.04,0.09
40610,207.71,0.465,0.03,0.005,0.04,0.09
40620,207.71,0.465,0.03,0.005,0.04,0.09
40630,207.71,0.465,0.03,0.005,0.04,0.09
40640,207.71,0.465,0.03,0.005,0.04,0.09
40650,207.71,0.465,0.03,0.005,0.04,0.09
40660,207.71,0.465,0.03,0.005,0.04,0.09
40670,207.71,0.465,0.03,0.005,0.04,0.09
40680,207.71,0.465,0.03,0.005,0.04,0.09
40690,207.71,0.465,0.03,0.005,0.04,0.09
40700,207.71,0.465,0.03,0.005,0.04,0.09
40710,207.71,0.465,0.03,0.005,0.04,0.09
40720,207.71,0.465,0.03,0.005,0.04,0.09
40730,207.71,0.465,0.03,0.005,0.04,0.09
40740,207.71,0.465,0.03,0.005,0.04,0.09
40750,207.71,0.465,0.03,0.005,0.04,0.09
40760,207.71,0.465,0.03,0.005,0.04,0.09
40770,207.71,0.465,0.03,0.005,0.04,0.09
40780,207.71,0.465,0.03,0.005,0.04,0.09
40790,207.71,0.465,0.03,0.005,0.04,0.09
40800,207.71,0.465,0.03,0.005,0.04,0.09
40810,207.71,0.465,0.03,0.005,0.04,0.09
40820,207.71,0.465,0.03,0.005,0.04,0.09
40830,207.71,0.465,0.03,0.005,0.04,0.09
40840,207.71,0.465,0.03,0.005,0.04,0.09
40850,207.71,0.465,0.03,0.005,0.04,0.09
40860,207.71,0.465,0.03,0.005,0.04,0.09
40870,207.71,0.465,0.03,0.005,0.04,0.09
40880,207.71,0.465,0.03,0.005,0.04,0.09
40890,207.71,0.465,0.03,0.005,0.04,0.09
40900,207.71,0.465,0.03,0.005,0.04,0.09
40910,207.71,0.465,0.03,0.005,0.04,0.09
40920,207.71,0.465,0.03,0.005,0.04,0.09
40930,207.71,0.465,0.03,0.005,0.04,0.09
40940,207.71,0.465,0.03,0.005,0.04,0.09
40950,207.71,0.465,0.03,0.005,0.04,0.09
40960,207.71,0.465,0.03,0.005,0.04,0.09
40970,207.71,0.465,0.03,0.005,0.04,0.09
40980,207.71,0.465,0.03,0.005,0.04,0.09
40990,207.71,0.465,0.03,0.005,0.04,0.09
41000,207.71,0.465,0.03,0.005,0.04,0.09
41010,207.71,0.465,0.03,0.005,0.04,0.09
41020,207.71,0.465,0.03,0.005,0.04,0.09
41030,207.71,0.465,0.03,0.005,0.04,0.09
41040,207.71,0.465,0.03,0.005,0.04,0.09
41050,207.71,0.465,0.03,0.005,0.04,0.09
41060,207.71,0.465,0.03,0.005,0.04,0.09
41070,207.71,0.465,0.03,0.005,0.04,0.09
41080,207.71,0.465,0.03,0.005,0.04,0.09
41090,207.71,0.465,0.03,0.005,0.04,0.09
41100,207.71,0.465,0.03,0.005,0.04,0.09
41110,207.71,0.465,0.03,0.005,0.04,0.09
41120,207.71,0.465,0.03,0.005,0.04,0.09
41130,207.71,0.465,0.03,0.005,0.04,0.09
41140,207.71,0.465,0.03,0.005,0.04,0.09
41150,207.71,0.465,0.03,0.005,0.04,0.09
41160,207.71,0.465,0.03,0.005,0.04,0.09
41170,207.71,0.465,0.03,0.005,0.04,0.09
41180,207.71,0.465,0.03,0.005,0.04,0.09
41190,207.71,0.465,0.03,0.005,0.04,0.09
41200,207.71,0.465,0.03,0.005,0.04,0.09
41210,207.71,0.465,0.03,0.005,0.04,0.09
41220,207.71,0.465,0.03,0.005,0.04,0.09
41230,207.71,0.465,0.03,0.005,0.04,0.09
41240,207.71,0.465,0.03,0.005,0.04,0.09
41250,207.71,0.465,0.03,0.005,0.04,0.09
41260,207.71,0.465,0.03,0.005,0.04,0.09
41270,207.71,0.465,0.03,0.005,0.04,0.09
41280,207.71,0.465,0.03,0.005,0.04,0.09
41290,207.71,0.465,0.03,0.005,0.04,0.09
41300,207.71,0.465,0.03,0.005,0.04,0.09
41310,207.71,0.465,0.03,0.005,0.04,0.09
41320,207.71,0.465,0.03,0.005,0.04,0.09
41330,207.71,0.465,0.03,0.005,0.04,0.09
41340,207.71,0.465,0.03,0.005,0.04,0.09
41350,207.71,0.465,0.03,0.005,0.04,0.09
41360,207.71,0.465,0.03,0.005,0.04,0.09
41370,207.71,0.465,0.03,0.005,0.04,0.09
41380,207.71,0.465,0.03,0.005,0.04,0.09
41390,207.71,0.465,0.03,0.005,0.04,0.09
41400,207.71,0.465,0.03,0.005,0.04,0.09
41410,207.71,0.465,0.03,0.005,0.04,0.09
41420,207.71,0.465,0.03,0.005,0.04,0.09
41430,207.71,0.465,0.03,0.005,0.04,0.09
41440,207.71,0.465,0.03,0.005,0.04,0.09
41450,207.71,0.465,0.03,0.005,0.04,0.09
41460,207.71,0.465,0.03,0.005,0.04,0.09
41470,207.71,0.465,0.03,0.005,0.04,0.09
41480,207.71,0.465,0.03,0.005,0.04,0.09
41490,207.71,0.465,0.03,0.005,0.04,0.09
41500,207.71,0.465,0.03,0.005,0.04,0.09
41510,207.71,0.465,0.03,0.005,0.04,0.09
41520,207.71,0.465,0.03,0.005,0.04,0.09
41530,207.71,0.465,0.03,0.005,0.04,0.09
41540,207.71,0.465,0.03,0.005,0.04,0.09
41550,207.71,0.465,0.03,0.005,0.04,0.09
41560,207.71,0.465,0.03,0.005,0.04,0.09
41570,207.71,0.465,0.03,0.005,0.04,0.09
41580,207.71,0.465,0.03,0.005,0.04,0.09
41590,207.71,0.465,0.03,0.005,0.04,0.09
41600,207.71,0.465,0.03,0.005,0.04,0.09
41610,207.71,0.465,0.03,0.005,0.04,0.09
41620,207.71,0.465,0.03,0.005,0.04,0.09
41630,207.71,0.465,0.03,0.005,0.04,0.09
41640,207.71,0.465,0.03,0.005,0.04,0.09
41650,207.71,0.465,0.03,0.005,0.04,0.09
41660,207.71,0.465,0.03,0.005,0.04,0.09
41670,207.71,0.465,0.03,0.005,0.04,0.09
41680,207.71,0.465,0.03,0.005,0.04,0.09
41690,207.71,0.465,0.03,0.005,0.04,0.09
41700,207.71,0.465,0.03,0.005,0.04,0.09
41710,207.71,0.465,0.03,0.005,0.04,0.09
41720,207.71,0.465,0.03,0.005,0.04,0.09
41730,207.71,0.465,0.03,0.005,0.04,0.09
41740,207.71,0.465,0.03,0.005,0.04,0.09
41750,207.71,0.465,0.03,0.005,0.04,0.09
41760,207.71,0.465,0.03,0.005,0.04,0.09
41770,207.71,0.465,0.03,0.005,0.04,0.09
41780,207.71,0.465,0.03,0.005,0.04,0.09
41790,207.71,0.465,0.03,0.005,0.04,0.09
41800,207.71,0.465,0.03,0.005,0.04,0.09
41810,207.71,0.465,0.03,0.005,0.04,0.09
41820,207.71,0.465,0.03,0.005,0.04,0.09
41830,207.71,0.465,0.03,0.005,0.04,0.09
41840,207.71,0.465,0.03,0.005,0.04,0.09
41850,207.71,0.465,0.03,0.005,0.04,0.09
41860,207.71,0.465,0.03,0.005,0.04,0.09
41870,207.71,0.465,0.03,0.005,0.04,0.09
41880,207.71,0.465,0.03,0.005,0.04,0.09
41890,207.71,0.465,0.03,0.005,0.04,0.09
41900,207.71,0.465,0.03,0.005,0.04,0.09
41910,207.71,0.465,0.03,0.005,0.04,0.09
41920,207.71,0.465,0.03,0.005,0.04,0.09
41930,207.71,0.465,0.03,0.005,0.04,0.09
41940,207.71,0.465,0.03,0.005,0.04,0.09
41950,207.71,0.465,0.03,0.005,0.04,0.09
41960,207.71,0.465,0.03,0.005,0.04,0.09
41970,207.71,0.465,0.03,0.005,0.04,0.09
41980,207.71,0.465,0.03,0.005,0.04,0.09
41990,207.71,0.465,0.03,0.005,0.04,0.09
42000,207.71,0.465,0.03,0.005,0.04,0.09
42010,207.71,0.465,0.03,0.005,0.04,0.09
42020,207.71,0.465,0.03,0.005,0.04,0.09
42030,207.71,0.465,0.03,0.005,0.04,0.09
42040,207.71,0.465,0.03,0.005,0.04,0.09
42050,207.71,0.465,0.03,0.005,0.04,0.09
42060,207.71,0.465,0.03,0.005,0.04,0.09
42070,207.71,0.465,0.03,0.005,0.04,0.09
42080,207.71,0.465,0.03,0.005,0.04,0.09
42090,207.71,0.465,0.03,0.005,0.04,0.09
42100,207.71,0.465,0.03,0.005,0.04,0.09
42110,207.71,0.465,0.03,0.005,0.04,0.09
42120,207.71,0.465,0.03,0.005,0.04,0.09
42130,207.71,0.465,0.03,0.005,0.04,0.09
42140,207.71,0.465,0.03,0.005,0.04,0.09
42150,207.71,0.465,0.03,0.005,0.04,0.09
42160,207.71,0.465,0.03,0.005,0.04,0.09
42170,207.71,0.465,0.03,0.005,0.04,0.09
42180,207.71,0.465,0.03,0.005,0.04,0.09
42190,207.71,0.465,0.03,0.005,0.04,0.09
42200,207.71,0.465,0.03,0.005,0.04,0.09
42210,207.71,0.465,0.03,0.005,0.04,0.09
42220,207.71,0.465,0.03,0.005,0.04,0.09
42230,207.71,0.465,0.03,0.005,0.04,0.09
42240,207.71,0.465,0.03,0.005,0.04,0.09
42250,207.71,0.465,0.03,0.005,0.04,0.09
42260,207.71,0.465,0.03,0.005,0.04,0.09
42270,207.71,0.465,0.03,0.005,0.04,0.09
42280,207.71,0.465,0.03,0.005,0.04,0.09
42290,207.71,0.465,0.03,0.005,0.04,0.09
42300,207.71,0.465,0.03,0.005,0.04,0.09
42310,207.71,0.465,0.03,0.005,0.04,0.09
42320,207.71,0.465,0.03,0.005,0.04,0.09
42330,207.71,0.465,0.03,0.005,0.04,0.09
42340,207.71,0.465,0.03,0.005,0.04,0.09
42350,207.71,0.465,0.03,0.005,0.04,0.09
42360,207.71,0.465,0.03,0.005,0.04,0.09
42370,207.71,0.465,0.03,0.005,0.04,0.09
42380,207.71,0.465,0.03,0.005,0.04,0.09
42390,207.71,0.465,0.03,0.005,0.04,0.09
42400,207.71,0.465,0.03,0.005,0.04,0.09
42410,207.71,0.465,0.03,0.005,0.04,0.09
42420,207.71,0.465,0.03,0.005,0.04,0.09
42430,207.71,0.465,0.03,0.005,0.04,0.09
42440,207.71,0.465,0.03,0.005,0.04,0.09
42450,207.71,0.465,0.03,0.005,0.04,0.09
42460,207.71,0.465,0.03,0.005,0.04,0.09
42470,207.71,0.465,0.03,0.005,0.04,0.09
42480,207.71,0.465,0.03,0.005,0.04,0.09
42490,207.71,0.465,0.03,0.005,0.04,0.09
42500,207.71,0.465,0.03,0.005,0.04,0.09
42510,207.71,0.465,0.03,0.005,0.04,0.09
42520,207.71,0.465,0.03,0.005,0.04,0.09
42530,207.71,0.465,0.03,0.005,0.04,0.09
42540,207.71,0.465,0.03,0.005,0.04,0.09
42550,207.71,0.465,0.03,0.005,0.04,0.09
42560,207.71,0.465,0.03,0.005,0.04,0.09
42570,207.71,0.465,0.03,0.005,0.04,0.09
42580,207.71,0.465,0.03,0.005,0.04,0.09
42590,207.71,0.465,0.03,0.005,0.04,0.09
42600,207.71,0.465,0.03,0.005,0.04,0.09
42610,207.71,0.465,0.03,0.005,0.04,0.09
42620,207.71,0.465,0.03,0.005,0.04,0.09
42630,207.71,0.465,0.03,0.005,0.04,0.09
42640,207.71,0.465,0.03,0.005,0.04,0.09
42650,207.71,0.465,0.03,0.005,0.04,0.09
42660,207.71,0.465,0.03,0.005,0.04,0.09
42670,207.71,0.465,0.03,0.005,0.04,0.09
42680,207.71,0.465,0.03,0.005,0.04,0.09
42690,207.71,0.465,0.03,0.005,0.04,0.09
42700,207.71,0.465,0.03,0.005,0.04,0.09
42710,207.71,0.465,0.03,0.005,0.04,0.09
42720,207.71,0.465,0.03,0.005,0.04,0.09
42730,207.71,0.465,0.03,0.005,0.04,0.09
42740,207.71,0.465,0.03,0.005,0.04,0.09
42750,207.71,0.465,0.03,0.005,0.04,0.09
42760,207.71,0.465,0.03,0.005,0.04,0.09
42770,207.71,0.465,0.03,0.005,0.04,0.09
42780,207.71,0.465,0.03,0.005,0.04,0.09
42790,207.71,0.465,0.03,0.005,0.04,0.09
42800,207.71,0.465,0.03,0.005,0.04,0.09
42810,207.71,0.465,0.03,0.005,0.04,0.09
42820,207.71,0.465,0.03,0.005,0.04,0.09
42830,207.71,0.465,0.03,0.005,0.04,0.09
42840,207.71,0.465,0.03,0.005,0.04,0.09
42850,207.71,0.465,0.03,0.005,0.04,0.09
42860,207.71,0.465,0.03,0.005,0.04,0.09
42870,207.71,0.465,0.03,0.005,0.04,0.09
42880,207.71,0.465,0.03,0.005,0.04,0.09
42890,207.71,0.465,0.03,0.005,0.04,0.09
42900,207.71,0.465,0.03,0.005,0.04,0.09
42910,207.71,0.465,0.03,0.005,0.04,0.09
42920,207.71,0.465,0.03,0.005,0.04,0.09
42930,207.71,0.465,0.03,0.005,0.04,0.09
42940,207.71,0.465,0.03,0.005,0.04,0.09
42950,207.71,0.465,0.03,0.005,0.04,0.09
42960,207.71,0.465,0.03,0.005,0.04,0.09
42970,207.71,0.465,0.03,0.005,0.04,0.09
42980,207.71,0.465,0.03,0.005,0.04,0.09
42990,207.71,0.465,0.03,0.005,0.04,0.09
43000,207.71,0.465,0.03,0.005,0.04,0.09
43010,207.71,0.465,0.03,0.005,0.04,0.09
43020,207.71,0.465,0.03,0.005,0.04,0.09
43030,207.71,0.465,0.03,0.005,0.04,0.09
43040,207.71,0.465,0.03,0.005,0.04,0.09
43050,207.71,0.465,0.03,0.005,0.04,0.09
43060,207.71,0.465,0.03,0.005,0.04,0.09
43070,207.71,0.465,0.03,0.005,0.04,0.09
43080,207.71,0.465,0.03,0.005,0.04,0.09
43090,207.71,0.465,0.03,0.005,0.04,0.09
43100,207.71,0.465,0.03,0.005,0.04,0.09
43110,207.71,0.465,0.03,0.005,0.04,0.09
43120,207.71,0.465,0.03,0.005,0.04,0.09
43130,207.71,0.465,0.03,0.005,0.04,0.09
43140,207.71,0.465,0.03,0.005,0.04,0.09
43150,207.71,0.465,0.03,0.005,0.04,0.09
43160,207.71,0.465,0.03,0.005,0.04,0.09
43170,207.71,0.465,0.03,0.005,0.04,0.09
43180,207.71,0.465,0.03,0.005,0.04,0.09
43190,207.71,0.465,0.03,0.005,0.04,0.09
43200,207.71,0.465,0.03,0.005,0.04,0.09
43210,207.71,0.465,0.03,0.005,0.04,0.09
43220,207.71,0.465,0.03,0.005,0.04,0.09
43230,207.71,0.465,0.03,0.005,0.04,0.09
43240,207.71,0.465,0.03,0.005,0.04,0.09
43250,207.71,0.465,0.03,0.005,0.04,0.09
43260,207.71,0.465,0.03,0.005,0.04,0.09
43270,207.71,0.465,0.03,0.005,0.04,0.09
43280,207.71,0.465,0.03,0.005,0.04,0.09
43290,207.71,0.465,0.03,0.005,0.04,0.09
43300,207.71,0.465,0.03,0.005,0.04,0.09
43310,207.71,0.465,0.03,0.005,0.04,0.09
43320,207.71,0.465,0.03,0.005,0.04,0.09
43330,207.71,0.465,0.03,0.005,0.04,0.09
43340,207.71,0.465,0.03,0.005,0.04,0.09
43350,207.71,0.465,0.03,0.005,0.04,0.09
43360,207.71,0.465,0.03,0.005,0.04,0.09
43370,207.71,0.465,0.03,0.005,0.04,0.09
43380,207.71,0.465,0.03,0.005,0.04,0.09
43390,207.71,0.465,0.03,0.005,0.04,0.09
43400,207.71,0.465,0.03,0.005,0.04,0.09
43410,207.71,0.465,0.03,0.005,0.04,0.09
43420,207.71,0.465,0.03,0.005,0.04,0.09
43430,207.71,0.465,0.03,0.005,0.04,0.09
43440,207.71,0.465,0.03,0.005,0.04,0.09
43450,207.71,0.465,0.03,0.005,0.04,0.09
43460,207.71,0.465,0.03,0.005,0.04,0.09
43470,207.71,0.465,0.03,0.005,0.04,0.09
43480,207.71,0.465,0.03,0.005,0.04,0.09
43490,207.71,0.465,0.03,0.005,0.04,0.09
43500,207.71,0.465,0.03,0.005,0.04,0.09
43510,207.71,0.465,0.03,0.005,0.04,0.09
43520,207.71,0.465,0.03,0.005,0.04,0.09
43530,207.71,0.465,0.03,0.005,0.04,0.09
43540,207.71,0.465,0.03,0.005,0.04,0.09
43550,207.71,0.465,0.03,0.005,0.04,0.09
43560,207.71,0.465,0.03,0.005,0.04,0.09
43570,207.71,0.465,0.03,0.005,0.04,0.09
43580,207.71,0.465,0.03,0.005,0.04,0.09
43590,207.71,0.465,0.03,0.005,0.04,0.09
43600,207.71,0.465,0.03,0.005,0.04,0.09
43610,207.71,0.465,0.03,0.005,0.04,0.09
43620,207.71,0.465,0.03,0.005,0.04,0.09
43630,207.71,0.465,0.03,0.005,0.04,0.09
43640,207.71,0.465,0.03,0.005,0.04,0.09
43650,207.71,0.465,0.03,0.005,0.04,0.09
43660,207.71,0.465,0.03,0.005,0.04,0.09
